id,category
525,QUEST_ITEM
526,MISC
528,FOOD
530,MISC
532,MISC
534,MISC
536,PRAYER_ITEM
538,MELEE_ARMOR
540,MELEE_ARMOR
542,PRAYER_ITEM
544,PRAYER_ITEM
546,MAGIC_ARMOR
548,MAGIC_ARMOR
550,QUEST_ITEM
552,JEWELRY
553,PRAYER_ITEM
554,RUNE
555,RUNE
556,RUNE
557,RUNE
558,RUNE
559,RUNE
560,RUNE
561,RUNE
562,RUNE
563,RUNE
564,RUNE
565,RUNE
566,RUNE
567,MISC
569,PROCESSED_MATERIAL
571,MISC
573,MISC
575,PROCESSED_MATERIAL
577,MAGIC_ARMOR
579,MAGIC_ARMOR
581,MAGIC_ARMOR
583,TOOL
585,TOOL
587,QUEST_ITEM
588,QUEST_ITEM
589,JEWELRY
590,TOOL
592,MISC
594,TOOL
595,TOOL
596,TOOL
598,AMMO
600,MISC
601,KEY
602,QUEST_ITEM
603,QUEST_ITEM
604,MISC
605,MISC
606,QUEST_ITEM
607,QUEST_ITEM
608,QUEST_ITEM
609,QUEST_ITEM
610,QUEST_ITEM
611,COLLECTIBLE
612,COLLECTIBLE
613,COLLECTIBLE
614,COLLECTIBLE
615,COLLECTIBLE
616,MELEE_ARMOR
617,CURRENCY
618,MISC
619,MISC
620,MISC
621,MISC
623,QUEST_ITEM
624,MISC
625,QUEST_ITEM
626,MELEE_ARMOR
628,COSMETIC
630,MELEE_ARMOR
632,MELEE_ARMOR
634,MELEE_ARMOR
636,MAGIC_ARMOR
638,MELEE_ARMOR
640,MELEE_ARMOR
642,MAGIC_ARMOR
644,MAGIC_ARMOR
646,MAGIC_ARMOR
648,MELEE_ARMOR
650,MELEE_ARMOR
652,MAGIC_ARMOR
654,MAGIC_ARMOR
656,MAGIC_ARMOR
658,MAGIC_ARMOR
660,COSMETIC
662,MAGIC_ARMOR
664,MAGIC_ARMOR
666,QUEST_ITEM
667,ORE
668,ORE
669,QUEST_ITEM
670,QUEST_ITEM
671,MISC
672,QUEST_ITEM
673,QUEST_ITEM
674,MISC
675,MISC
676,QUEST_ITEM
677,QUEST_ITEM
678,QUEST_ITEM
679,QUEST_ITEM
680,MISC
681,MISC
682,QUEST_ITEM
683,FOOD
684,MISC
685,MISC
686,MISC
687,MISC
688,MISC
689,MISC
690,MISC
691,QUEST_ITEM
692,QUEST_ITEM
693,QUEST_ITEM
694,PRAYER_ITEM
695,MISC
696,QUEST_ITEM
697,MISC
698,MISC
699,TELEPORT
700,QUEST_ITEM
701,MISC
702,QUEST_ITEM
703,QUEST_ITEM
704,QUEST_ITEM
705,QUEST_ITEM
706,QUEST_ITEM
707,QUEST_ITEM
708,HERB
709,KEY
710,MISC
711,MISC
712,FOOD
713,QUEST_ITEM
714,QUEST_ITEM
715,QUEST_ITEM
716,MISC
717,QUEST_ITEM
718,MISC
719,QUEST_ITEM
720,QUEST_ITEM
721,QUEST_ITEM
722,MISC
723,QUEST_ITEM
724,QUEST_ITEM
725,QUEST_ITEM
726,QUEST_ITEM
727,QUEST_ITEM
728,QUEST_ITEM
729,QUEST_ITEM
730,MISC
731,POTION
732,RANGED_WEAPON
733,PROCESSED_MATERIAL
735,QUEST_ITEM
736,QUEST_ITEM
737,POTION
738,POTION
739,POTION
740,COSMETIC
741,QUEST_ITEM
742,QUEST_ITEM
743,QUEST_ITEM
744,QUEST_ITEM
745,QUEST_ITEM
746,MELEE_WEAPON
747,MELEE_WEAPON
748,QUEST_ITEM
749,QUEST_ITEM
750,QUEST_ITEM
751,MISC
753,FOOD
755,QUEST_ITEM
756,POTION
757,MISC
758,KEY
759,KEY
761,QUEST_ITEM
762,MELEE_ARMOR
763,MISC
764,MISC
765,MISC
766,CONTAINER
767,RANGED_WEAPON
769,QUEST_ITEM
770,MISC
771,LOG
772,MAGIC_WEAPON
773,JEWELRY
774,JEWELRY
775,MELEE_ARMOR
776,MELEE_ARMOR
777,MELEE_ARMOR
778,FOOD
779,QUEST_ITEM
780,QUEST_ITEM
781,QUEST_ITEM
782,QUEST_ITEM
783,MISC
784,QUEST_ITEM
785,QUEST_ITEM
786,QUEST_ITEM
787,QUEST_ITEM
788,KEY
789,QUEST_ITEM
790,QUEST_ITEM
791,QUEST_ITEM
792,QUEST_ITEM
793,QUEST_ITEM
794,QUEST_ITEM
795,MISC
800,RANGED_WEAPON
801,RANGED_WEAPON
802,FOOD
803,RANGED_WEAPON
804,RANGED_WEAPON
805,RANGED_WEAPON
806,RANGED_WEAPON
807,RANGED_WEAPON
808,AMMO
809,RANGED_WEAPON
810,RANGED_WEAPON
811,RANGED_WEAPON
812,RANGED_WEAPON
813,RANGED_WEAPON
814,AMMO
815,RANGED_WEAPON
816,RANGED_WEAPON
817,RANGED_WEAPON
818,AMMO
819,AMMO
820,FLETCHING_COMPONENT
821,FLETCHING_COMPONENT
822,FLETCHING_COMPONENT
823,MISC
824,AMMO
825,AMMO
826,AMMO
827,AMMO
828,AMMO
829,AMMO
830,AMMO
831,AMMO
832,AMMO
833,AMMO
834,AMMO
835,AMMO
836,AMMO
837,RANGED_WEAPON
839,RANGED_WEAPON
841,RANGED_WEAPON
843,RANGED_WEAPON
845,RANGED_WEAPON
847,RANGED_WEAPON
849,RANGED_WEAPON
851,QUEST_ITEM
853,QUEST_ITEM
855,RANGED_WEAPON
857,RANGED_WEAPON
859,RANGED_WEAPON
861,RANGED_WEAPON
863,RANGED_WEAPON
864,RANGED_WEAPON
865,AMMO
866,RANGED_WEAPON
867,RANGED_WEAPON
868,RANGED_WEAPON
869,RANGED_WEAPON
870,RANGED_WEAPON
871,RANGED_WEAPON
872,AMMO
873,RANGED_WEAPON
874,RANGED_WEAPON
875,RANGED_WEAPON
876,RANGED_WEAPON
877,AMMO
878,AMMO
879,AMMO
880,AMMO
881,AMMO
882,AMMO
883,AMMO
884,AMMO
885,AMMO
886,AMMO
887,AMMO
888,AMMO
889,AMMO
890,AMMO
891,AMMO
892,AMMO
893,AMMO
942,AMMO
943,MISC
945,PROCESSED_MATERIAL
946,TOOL
948,MISC
950,PROCESSED_MATERIAL
952,TOOL
954,PROCESSED_MATERIAL
956,QUEST_ITEM
958,PROCESSED_MATERIAL
960,PROCESSED_MATERIAL
962,MISC
964,MISC
965,MISC
966,PROCESSED_MATERIAL
968,MISC
970,PROCESSED_MATERIAL
972,PROCESSED_MATERIAL
973,LOG
975,TOOL
977,TOOL
981,MISC
983,MISC
985,KEY
987,KEY
989,KEY
991,KEY
993,KEY
995,CURRENCY
1005,MELEE_ARMOR
1007,MELEE_ARMOR
1009,COSMETIC
1011,COSMETIC
1013,COSMETIC
1015,COSMETIC
1017,MAGIC_ARMOR
1019,RANGED_ARMOR
1021,RANGED_ARMOR
1023,MELEE_ARMOR
1025,COSMETIC
1027,MELEE_ARMOR
1029,MELEE_ARMOR
1031,FOOD
1033,MAGIC_ARMOR
1035,MAGIC_ARMOR
1037,COSMETIC
1038,COSMETIC
1040,COSMETIC
1042,COSMETIC
1044,COSMETIC
1046,COSMETIC
1048,COSMETIC
1050,COSMETIC
1052,COSMETIC
1053,COSMETIC
1055,COSMETIC
1057,COSMETIC
1059,RANGED_ARMOR
1061,RANGED_ARMOR
1063,RANGED_ARMOR
1065,RANGED_ARMOR
1067,MELEE_ARMOR
1069,FOOD
1071,MELEE_ARMOR
1073,MELEE_ARMOR
1075,MELEE_ARMOR
1077,MELEE_ARMOR
1079,MELEE_ARMOR
1081,MELEE_ARMOR
1083,FOOD
1085,MELEE_ARMOR
1087,MELEE_ARMOR
1089,MELEE_ARMOR
1091,MELEE_ARMOR
1093,MELEE_ARMOR
1095,RANGED_ARMOR
1097,RANGED_ARMOR
1099,RANGED_ARMOR
1101,MELEE_ARMOR
1103,MELEE_ARMOR
1105,FOOD
1107,MELEE_ARMOR
1109,MELEE_ARMOR
1111,MELEE_ARMOR
1113,MELEE_ARMOR
1115,MELEE_ARMOR
1117,MELEE_ARMOR
1119,FOOD
1121,MELEE_ARMOR
1123,MELEE_ARMOR
1125,MELEE_ARMOR
1127,MELEE_ARMOR
1129,RANGED_ARMOR
1131,RANGED_ARMOR
1133,RANGED_ARMOR
1135,RANGED_ARMOR
1137,MELEE_ARMOR
1139,MELEE_ARMOR
1141,FOOD
1143,MELEE_ARMOR
1145,MELEE_ARMOR
1147,MELEE_ARMOR
1149,MELEE_ARMOR
1151,MELEE_ARMOR
1153,MELEE_ARMOR
1155,MELEE_ARMOR
1157,FOOD
1159,MELEE_ARMOR
1161,MELEE_ARMOR
1163,MELEE_ARMOR
1165,MELEE_ARMOR
1167,RANGED_ARMOR
1169,RANGED_ARMOR
1171,MELEE_ARMOR
1173,MELEE_ARMOR
1175,MELEE_ARMOR
1177,FOOD
1179,MELEE_ARMOR
1181,MELEE_ARMOR
1183,MELEE_ARMOR
1185,MELEE_ARMOR
1187,MELEE_ARMOR
1189,MELEE_ARMOR
1191,MELEE_ARMOR
1193,FOOD
1195,MELEE_ARMOR
1197,MELEE_ARMOR
1199,MELEE_ARMOR
1201,MELEE_ARMOR
1203,MELEE_WEAPON
1205,MELEE_WEAPON
1207,FOOD
1209,MELEE_WEAPON
1211,MELEE_WEAPON
1213,MELEE_WEAPON
1215,MELEE_WEAPON
1217,MELEE_WEAPON
1219,MELEE_WEAPON
1221,MELEE_WEAPON
1223,FOOD
1225,MELEE_WEAPON
1227,MELEE_WEAPON
1229,MELEE_WEAPON
1231,MELEE_WEAPON
1233,MELEE_WEAPON
1235,MISC
1237,MELEE_WEAPON
1239,MELEE_WEAPON
1241,FOOD
1243,FOOD
1245,MELEE_WEAPON
1247,MELEE_WEAPON
1249,MELEE_WEAPON
1251,MELEE_WEAPON
1253,MELEE_WEAPON
1255,FOOD
1257,FOOD
1259,MELEE_WEAPON
1261,MELEE_WEAPON
1263,MELEE_WEAPON
1265,TOOL
1267,TOOL
1269,FOOD
1271,TOOL
1273,MELEE_WEAPON
1275,MELEE_WEAPON
1277,MELEE_WEAPON
1279,MELEE_WEAPON
1281,FOOD
1283,MELEE_WEAPON
1285,MELEE_WEAPON
1287,MELEE_WEAPON
1289,MELEE_WEAPON
1291,MELEE_WEAPON
1293,MELEE_WEAPON
1295,FOOD
1297,MELEE_WEAPON
1299,MELEE_WEAPON
1301,MELEE_WEAPON
1303,MELEE_WEAPON
1305,MELEE_WEAPON
1307,MELEE_WEAPON
1309,MELEE_WEAPON
1311,FOOD
1313,MELEE_WEAPON
1315,MELEE_WEAPON
1317,MELEE_WEAPON
1319,MELEE_WEAPON
1321,MELEE_WEAPON
1323,MELEE_WEAPON
1325,FOOD
1327,MELEE_WEAPON
1329,MELEE_WEAPON
1331,MELEE_WEAPON
1333,PROCESSED_MATERIAL
1335,MELEE_WEAPON
1337,MELEE_WEAPON
1339,FOOD
1341,MELEE_WEAPON
1343,MELEE_WEAPON
1345,MELEE_WEAPON
1347,MELEE_WEAPON
1349,TOOL
1351,TOOL
1353,FOOD
1355,MELEE_WEAPON
1357,TOOL
1359,MELEE_WEAPON
1361,MELEE_WEAPON
1363,MELEE_WEAPON
1365,FOOD
1367,MELEE_WEAPON
1369,MELEE_WEAPON
1371,MELEE_WEAPON
1373,MELEE_WEAPON
1375,MELEE_WEAPON
1377,MELEE_WEAPON
1379,MAGIC_WEAPON
1381,MAGIC_WEAPON
1383,MAGIC_WEAPON
1385,MAGIC_WEAPON
1387,MAGIC_WEAPON
1389,MAGIC_WEAPON
1391,MAGIC_WEAPON
1393,MAGIC_WEAPON
1395,MAGIC_WEAPON
1397,MAGIC_WEAPON
1399,MAGIC_WEAPON
1401,MAGIC_WEAPON
1403,MAGIC_WEAPON
1405,MAGIC_WEAPON
1407,MAGIC_WEAPON
1409,MAGIC_WEAPON
1410,QUEST_ITEM
1411,COSMETIC
1413,MISC
1415,TOOL
1417,RANGED_WEAPON
1419,MELEE_WEAPON
1420,MELEE_WEAPON
1422,MELEE_WEAPON
1424,FOOD
1426,MELEE_WEAPON
1428,MELEE_WEAPON
1430,MELEE_WEAPON
1432,MELEE_WEAPON
1434,MELEE_WEAPON
1436,RUNE
1438,MISC
1440,MISC
1442,MISC
1444,MISC
1446,MISC
1448,MISC
1452,MISC
1454,MISC
1456,MISC
1458,MISC
1462,MISC
1464,MISC
1465,MISC
1466,QUEST_ITEM
1467,QUEST_ITEM
1468,QUEST_ITEM
1469,MISC
1470,QUEST_ITEM
1472,QUEST_ITEM
1474,MISC
1476,QUEST_ITEM
1478,MAGIC_ARMOR
1480,MISC
1481,QUEST_ITEM
1482,QUEST_ITEM
1483,QUEST_ITEM
1484,QUEST_ITEM
1485,PROCESSED_MATERIAL
1486,FOOD
1487,QUEST_ITEM
1488,QUEST_ITEM
1489,QUEST_ITEM
1490,QUEST_ITEM
1491,QUEST_ITEM
1492,QUEST_ITEM
1493,QUEST_ITEM
1494,QUEST_ITEM
1495,MELEE_ARMOR
1496,QUEST_ITEM
1497,MISC
1498,MISC
1499,MISC
1500,QUEST_ITEM
1501,QUEST_ITEM
1502,PRAYER_ITEM
1503,QUEST_ITEM
1504,QUEST_ITEM
1505,TELEPORT
1506,COSMETIC
1507,MISC
1508,MISC
1509,MISC
1510,QUEST_ITEM
1511,LOG
1513,LOG
1515,LOG
1517,LOG
1519,LOG
1521,LOG
1523,TOOL
1525,HERB
1526,QUEST_ITEM
1527,HERB
1528,HERB
1529,HERB
1530,QUEST_ITEM
1531,HERB
1532,QUEST_ITEM
1533,HERB
1534,QUEST_ITEM
1535,QUEST_ITEM
1536,QUEST_ITEM
1537,QUEST_ITEM
1538,QUEST_ITEM
1539,FOOD
1540,MELEE_ARMOR
1542,KEY
1543,KEY
1544,KEY
1545,KEY
1546,KEY
1547,KEY
1548,KEY
1549,QUEST_ITEM
1550,FOOD
1552,FOOD
1554,QUEST_ITEM
1555,COSMETIC
1556,COSMETIC
1557,COSMETIC
1558,COSMETIC
1559,COSMETIC
1560,COSMETIC
1561,COLLECTIBLE
1562,COLLECTIBLE
1563,COLLECTIBLE
1564,COLLECTIBLE
1565,COLLECTIBLE
1566,COLLECTIBLE
1567,COLLECTIBLE
1568,COLLECTIBLE
1569,COLLECTIBLE
1570,COLLECTIBLE
1571,COLLECTIBLE
1572,COLLECTIBLE
1573,HERB
1575,COSMETIC
1577,QUEST_ITEM
1579,QUEST_ITEM
1580,MELEE_ARMOR
1581,MISC
1582,MISC
1583,QUEST_ITEM
1584,QUEST_ITEM
1585,FOOD
1586,KEY
1588,KEY
1590,KEY
1591,KEY
1592,TOOL
1594,TOOL
1595,TOOL
1597,TOOL
1599,TOOL
1601,GEM
1603,MISC
1605,GEM
1607,GEM
1609,MISC
1611,GEM
1613,GEM
1615,GEM
1617,GEM
1619,GEM
1621,GEM
1623,GEM
1625,GEM
1627,GEM
1629,GEM
1631,MISC
1633,GEM
1635,JEWELRY
1637,JEWELRY
1639,JEWELRY
1641,JEWELRY
1643,JEWELRY
1645,JEWELRY
1654,JEWELRY
1656,JEWELRY
1658,COSMETIC
1660,JEWELRY
1662,JEWELRY
1664,JEWELRY
1673,JEWELRY
1675,JEWELRY
1677,JEWELRY
1679,JEWELRY
1681,JEWELRY
1683,JEWELRY
1686,MELEE_ARMOR
1692,JEWELRY
1694,JEWELRY
1696,COSMETIC
1698,JEWELRY
1700,JEWELRY
1702,JEWELRY
1704,MAGIC_ARMOR
1706,MAGIC_ARMOR
1708,TELEPORT
1710,TELEPORT
1712,TELEPORT
1714,MISC
1716,JEWELRY
1718,JEWELRY
1720,MISC
1722,JEWELRY
1724,PRAYER_ITEM
1725,MELEE_ARMOR
1727,MAGIC_ARMOR
1729,MELEE_ARMOR
1731,MAGIC_ARMOR
1733,TOOL
1734,PROCESSED_MATERIAL
1735,TOOL
1737,PROCESSED_MATERIAL
1739,PROCESSED_MATERIAL
1741,PROCESSED_MATERIAL
1743,PROCESSED_MATERIAL
1745,PROCESSED_MATERIAL
1747,MISC
1749,PROCESSED_MATERIAL
1751,MISC
1753,PROCESSED_MATERIAL
1755,TOOL
1757,COSMETIC
1759,MISC
1761,PROCESSED_MATERIAL
1763,PROCESSED_MATERIAL
1765,PROCESSED_MATERIAL
1767,MISC
1769,FOOD
1771,MISC
1773,PROCESSED_MATERIAL
1775,PROCESSED_MATERIAL
1777,AMMO
1779,PROCESSED_MATERIAL
1781,PROCESSED_MATERIAL
1783,TOOL
1785,TOOL
1787,MISC
1789,FOOD
1791,MISC
1793,MISC
1794,MISC
1796,JEWELRY
1797,JEWELRY
1798,QUEST_ITEM
1799,QUEST_ITEM
1800,QUEST_ITEM
1801,QUEST_ITEM
1802,QUEST_ITEM
1803,QUEST_ITEM
1804,QUEST_ITEM
1805,QUEST_ITEM
1806,QUEST_ITEM
1807,QUEST_ITEM
1808,QUEST_ITEM
1809,QUEST_ITEM
1810,QUEST_ITEM
1811,QUEST_ITEM
1812,QUEST_ITEM
1813,QUEST_ITEM
1814,QUEST_ITEM
1815,QUEST_ITEM
1816,MISC
1817,MISC
1818,QUEST_ITEM
1819,QUEST_ITEM
1820,QUEST_ITEM
1821,QUEST_ITEM
1822,QUEST_ITEM
1823,COSMETIC
1825,COSMETIC
1827,COSMETIC
1829,COSMETIC
1831,COSMETIC
1833,COSMETIC
1835,COSMETIC
1837,COSMETIC
1839,KEY
1840,KEY
1841,MISC
1842,MISC
1843,KEY
1844,COSMETIC
1845,COSMETIC
1846,COSMETIC
1847,MISC
1848,MISC
1849,AMMO
1850,QUEST_ITEM
1851,QUEST_ITEM
1852,MISC
1853,AMMO
1854,MISC
1855,QUEST_ITEM
1856,QUEST_ITEM
1857,QUEST_ITEM
1858,MISC
1859,FOOD
1861,FOOD
1863,FOOD
1865,FOOD
1867,FOOD
1869,FOOD
1871,FOOD
1873,FOOD
1875,FOOD
1877,FOOD
1879,MISC
1881,FOOD
1883,FOOD
1885,FOOD
1887,TOOL
1889,FOOD
1891,FOOD
1893,FOOD
1895,FOOD
1897,FOOD
1899,FOOD
1901,FOOD
1903,FOOD
1905,FOOD
1907,MISC
1909,FOOD
1911,FOOD
1913,FOOD
1915,FOOD
1917,FOOD
1919,FOOD
1921,TOOL
1923,TOOL
1925,TOOL
1927,FOOD
1929,TOOL
1931,MISC
1933,FOOD
1935,MISC
1937,FOOD
1939,MISC
1940,PROCESSED_MATERIAL
1941,PROCESSED_MATERIAL
1942,FOOD
1944,FOOD
1946,FOOD
1947,FOOD
1949,COSMETIC
1951,FOOD
1953,FOOD
1955,FOOD
1957,FOOD
1959,MISC
1961,FOOD
1963,FOOD
1965,FOOD
1967,FOOD
1969,MISC
1971,FOOD
1973,FOOD
1975,FOOD
1977,FOOD
1978,FOOD
1980,TOOL
1982,MISC
1984,FOOD
1985,FOOD
1987,FOOD
1989,FOOD
1991,FOOD
1992,FOOD
1993,FOOD
1995,FOOD
1996,FOOD
1997,FOOD
1999,FOOD
2001,FOOD
2003,FOOD
2005,FOOD
2007,MISC
2009,MISC
2011,FOOD
2013,FOOD
2015,MISC
2017,MISC
2019,FOOD
2021,FOOD
2023,FOOD
2025,TOOL
2026,FOOD
2028,MISC
2030,MISC
2032,MISC
2034,MISC
2036,MISC
2038,MISC
2040,MISC
2042,MISC
2044,MISC
2046,MISC
2048,FOOD
2050,MISC
2052,MISC
2054,MISC
2056,MISC
2058,MISC
2060,MISC
2062,MISC
2064,FOOD
2066,MISC
2068,MISC
2070,MISC
2072,MISC
2074,FOOD
2076,MISC
2078,MISC
2080,MISC
2082,MISC
2084,FOOD
2086,MISC
2088,MISC
2090,MISC
2092,FOOD
2094,MISC
2096,MISC
2098,MISC
2100,MISC
2102,FOOD
2104,FOOD
2106,FOOD
2108,FOOD
2110,FOOD
2112,FOOD
2114,FOOD
2116,FOOD
2118,FOOD
2120,FOOD
2122,FOOD
2124,FOOD
2126,FOOD
2128,FOOD
2130,FOOD
2132,MISC
2134,FOOD
2136,FOOD
2138,MISC
2140,FOOD
2142,FOOD
2144,FOOD
2146,FOOD
2148,QUEST_ITEM
2149,FOOD
2150,MISC
2152,MISC
2154,FOOD
2156,MISC
2158,MISC
2160,MISC
2162,FOOD
2164,TOOL
2165,TOOL
2166,TOOL
2167,QUEST_ITEM
2169,FOOD
2171,FOOD
2173,TOOL
2175,FOOD
2177,FOOD
2178,TOOL
2179,MISC
2181,MISC
2183,MISC
2185,FOOD
2187,MISC
2189,MISC
2191,MISC
2193,MISC
2195,MISC
2197,MISC
2199,FOOD
2201,FOOD
2202,MISC
2203,MISC
2205,MISC
2207,MISC
2209,FOOD
2211,MISC
2213,MISC
2215,MISC
2217,MISC
2219,MISC
2221,MISC
2223,MISC
2225,MISC
2227,MISC
2229,MISC
2231,MISC
2233,MISC
2235,MISC
2237,MISC
2239,MISC
2241,MISC
2243,MISC
2245,MISC
2247,FOOD
2249,FOOD
2250,MISC
2251,MISC
2253,MISC
2255,MISC
2257,MISC
2259,FOOD
2261,MISC
2263,MISC
2265,MISC
2267,MISC
2269,MISC
2271,MISC
2273,MISC
2275,MISC
2277,FOOD
2279,MISC
2281,CONSTRUCTION
2283,FOOD
2285,FOOD
2287,FOOD
2289,FOOD
2291,FOOD
2293,FOOD
2295,FOOD
2297,FOOD
2299,FOOD
2301,FOOD
2303,FOOD
2305,FOOD
2307,FOOD
2309,FOOD
2311,FOOD
2313,FOOD
2315,FOOD
2317,FOOD
2319,FOOD
2321,FOOD
2323,FOOD
2325,FOOD
2327,FOOD
2329,FOOD
2331,FOOD
2333,FOOD
2335,FOOD
2337,MISC
2339,QUEST_ITEM
2340,QUEST_ITEM
2341,QUEST_ITEM
2343,FOOD
2345,FOOD
2347,TOOL
2349,MISC
2351,MELEE_ARMOR
2353,FOOD
2355,PROCESSED_MATERIAL
2357,PROCESSED_MATERIAL
2359,PROCESSED_MATERIAL
2361,MISC
2363,PROCESSED_MATERIAL
2365,PROCESSED_MATERIAL
2366,MISC
2368,MISC
2370,FOOD
2372,QUEST_ITEM
2373,QUEST_ITEM
2374,QUEST_ITEM
2375,QUEST_ITEM
2376,QUEST_ITEM
2377,QUEST_ITEM
2378,KEY
2379,FOOD
2380,QUEST_ITEM
2381,QUEST_ITEM
2382,QUEST_ITEM
2383,QUEST_ITEM
2384,QUEST_ITEM
2385,QUEST_ITEM
2386,QUEST_ITEM
2387,QUEST_ITEM
2388,QUEST_ITEM
2389,QUEST_ITEM
2390,QUEST_ITEM
2391,PRAYER_ITEM
2393,QUEST_ITEM
2394,QUEST_ITEM
2395,POTION
2396,QUEST_ITEM
2397,QUEST_ITEM
2398,FOOD
2399,KEY
2400,KEY
2401,KEY
2402,MELEE_WEAPON
2403,QUEST_ITEM
2404,KEY
2405,MELEE_ARMOR
2406,QUEST_ITEM
2407,MISC
2408,QUEST_ITEM
